xmlid	au-name	au-gender	title	firsted-yr	reprintCount	tr-lang	tr-year	tr-url
FRA00101	Adam, Juliette	f	Mon Village	1860	low	eng	1859?	https://www.worldcat.org/oclc/561638609
FRA00102	Adam, Juliette	f	Païenne	1883	low	N/A	N/A	N/A
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	nld	1911	http://www.worldcat.org/oclc/65000694
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	rus	1911	http://www.worldcat.org/oclc/823602963
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	fin	1911	http://www.worldcat.org/oclc/58255750
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	spa	1911	http://www.worldcat.org/oclc/15157858
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	deu	1911	http://www.worldcat.org/oclc/163275505
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	hun	1911	http://www.worldcat.org/oclc/1043072793
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	ces	1911	http://www.worldcat.org/oclc/723191397
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	dan	1911	http://www.worldcat.org/oclc/1163583195
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	eng	1912	http://www.worldcat.org/oclc/557348578
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	ita	1943	http://www.worldcat.org/oclc/878532535
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	jap	1943	http://www.worldcat.org/oclc/33677494
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	swe	1949	http://www.worldcat.org/oclc/186488397
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	slv	1962	http://www.worldcat.org/oclc/455633178
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	hun	1969	http://www.worldcat.org/oclc/907517612
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	hun	1969	http://www.worldcat.org/oclc/1014918895
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	pol	1978	http://www.worldcat.org/oclc/233494756
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	zh	1981	http://www.worldcat.org/oclc/298738341
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	nob	1991	http://www.worldcat.org/oclc/1028288737
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	deu	1992	http://www.worldcat.org/oclc/75254838
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	ara	2011	http://www.worldcat.org/oclc/1158855554
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	ita	2015	http://www.worldcat.org/oclc/1153192778
FRA00201	Audoux, Marguerite	f	Marie-Claire	1910	high	kor	2019	http://www.worldcat.org/oclc/1128658426
FRA00301	Aimard, Gustave	m	Les Trappeurs de l'Arkansas	1858	low	eng	2011	https://www.worldcat.org/oclc/941800950
FRA00301	Aimard, Gustave	m	Los tramperos de Arkansas	1858	low	spa	1942	https://www.worldcat.org/oclc/932451553
FRA00301	Aimard, Gustave	m	Die Trapper in Arkansas	1858	low	deu	2013	https://www.worldcat.org/oclc/846955233
FRA00302	Aimard, Gustave	m	Belle rivière	1894	low	swe	1897	https://www.worldcat.org/oclc/62371352
FRA00401	Allais, Alphone	m	Le Captain Cap	1902	high	N/A	N/A	N/A
FRA00501	Balzac, Honoré de	m	Albert Savarus	1853	high	eng	2019	https://www.worldcat.org/oclc/1142880010
FRA00501	Balzac, Honoré de	m	Albert Savarus	1853	high	deu	1998	https://www.worldcat.org/oclc/75952946
FRA00501	Balzac, Honoré de	m	Albert Savarus	1853	high	ita	2017	https://www.worldcat.org/oclc/1020117958
FRA00501	Balzac, Honoré de	m	Albert Savarus	1853	high	ces	1927	https://www.worldcat.org/oclc/45803091
FRA00501	Balzac, Honoré de	m	Albert Savarus	1853	high	pol	1957	https://www.worldcat.org/oclc/750005315
FRA00501	Balzac, Honoré de	m	Albert Savarus	1853	high	spa	1999	https://www.worldcat.org/oclc/70151773
FRA00501	Balzac, Honoré de	m	Albert Savarus	1853	high	chi	2002	https://www.worldcat.org/oclc/56136285
FRA00501	Balzac, Honoré de	m	Albert Savarus	1853	high	ell	1999	https://www.worldcat.org/oclc/271873900
FRA00501	Balzac, Honoré de	m	Albert Savarus	1853	high	ron	1909	https://www.worldcat.org/oclc/1178977871
FRA00501	Balzac, Honoré de	m	Albert Savarus	1853	high	hun	1978	https://www.worldcat.org/oclc/1132608744
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	eng	2019	https://www.worldcat.org/oclc/1122460124
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	deu	1998	https://www.worldcat.org/oclc/75953086
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	chi	1998	https://www.worldcat.org/oclc/953368765
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	ita	1954	https://www.worldcat.org/oclc/797817226
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	spa	1979	https://www.worldcat.org/oclc/24705113
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	hrv	1960	https://www.worldcat.org/oclc/456190930
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	jpn	N/A	https://www.worldcat.org/oclc/959618839
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	pol	2009	https://www.worldcat.org/oclc/751335390
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	tur	1990	https://www.worldcat.org/oclc/51718817
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	ces	1950	https://www.worldcat.org/oclc/458602588
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	heb	1981	https://www.worldcat.org/oclc/20068577
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	hun	1962	https://www.worldcat.org/oclc/1081559363
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	rus	1959	https://www.worldcat.org/oclc/434301438
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	slv	1983	https://www.worldcat.org/oclc/438741058
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	swe	1974	https://www.worldcat.org/oclc/462044283
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	alb	1975	https://www.worldcat.org/oclc/938870996
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	cat	2003	https://www.worldcat.org/oclc/806374217
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	fin	1980	https://www.worldcat.org/oclc/57770279
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	glg	2012	https://www.worldcat.org/oclc/828372346
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	kor	2018	https://www.worldcat.org/oclc/1077436714
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	ell	198-	https://www.worldcat.org/oclc/221064843
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	mac	1972	https://www.worldcat.org/oclc/276704566
FRA00502	Balzac, Honoré de	m	Le cousin Pons	1851-1853	high	ukr	1929	https://www.worldcat.org/oclc/24811585
FRA00503	Balzac, Honoré de	m	Le curé de village	1854	high	eng	1901	https://www.worldcat.org/oclc/37359394
FRA00503	Balzac, Honoré de	m	Le curé de village	1854	high	deu	1968	https://www.worldcat.org/oclc/80733718
FRA00503	Balzac, Honoré de	m	Le curé de village	1854	high	spa	2003	https://www.worldcat.org/oclc/698447859
FRA00503	Balzac, Honoré de	m	Le curé de village	1854	high	tur	1952	https://www.worldcat.org/oclc/282134688
FRA00503	Balzac, Honoré de	m	Le curé de village	1854	high	hun	1958	https://www.worldcat.org/oclc/637222019
FRA00503	Balzac, Honoré de	m	Le curé de village	1854	high	ara	N/A	https://www.worldcat.org/oclc/1103862888
FRA00503	Balzac, Honoré de	m	Le curé de village	1854	high	chi	1999	https://www.worldcat.org/oclc/170199448
FRA00503	Balzac, Honoré de	m	Le curé de village	1854	high	ita	1943	https://www.worldcat.org/oclc/252283392
FRA00503	Balzac, Honoré de	m	Le curé de village	1854	high	dan	1961	https://www.worldcat.org/oclc/1135723325
FRA00503	Balzac, Honoré de	m	Le curé de village	1854	high	jpn	1935	https://www.worldcat.org/oclc/33746535
FRA00503	Balzac, Honoré de	m	Le curé de village	1854	high	swe	1975	https://www.worldcat.org/oclc/185794948
FRA00601	Boisgobey, Fortuné du	m	Le crime de l'omnibus	1881	low	eng	2010	https://www.worldcat.org/oclc/847539538
FRA00601	Boisgobey, Fortuné du	m	Le crime de l'omnibus	1881	low	arm	1899	https://www.worldcat.org/oclc/23045222
FRA00601	Boisgobey, Fortuné du	m	Le crime de l'omnibus	1881	low	deu	1900	https://www.worldcat.org/oclc/1002229145
FRA00601	Boisgobey, Fortuné du	m	Le crime de l'omnibus	1881	low	jpn	1891	https://www.worldcat.org/oclc/1081835821
FRA00601	Boisgobey, Fortuné du	m	Le crime de l'omnibus	1881	low	spa	2017	https://www.worldcat.org/oclc/992765673
FRA00602	Boisgobey, Fortuné du	m	Rubis sur l'ongle	1886	low	eng	1887	https://www.worldcat.org/oclc/560035455
FRA00701	Carraud, Zulma	f	La petite Jeanne	1852	high	eng	N/A	https://www.worldcat.org/oclc/1096966466
FRA00801	Dash, Comtesse [Gabrielle Anna de Cisternes de Courtiras, vicomtesse de Saint-Mars]	f	Le château de Pinon I	1843	low	N/A	N/A	N/A
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	eng	1971	https://www.worldcat.org/oclc/939407450
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	deu	1928	https://www.worldcat.org/oclc/72493873
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	kor	1989	https://www.worldcat.org/oclc/19576784
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	chi	2000	https://www.worldcat.org/oclc/769017882
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	spa	1963	https://www.worldcat.org/oclc/433847535
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	vie	2002	https://www.worldcat.org/oclc/52548152
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	ara	1984	https://www.worldcat.org/oclc/228603352
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	pol	1957	https://www.worldcat.org/oclc/749998781
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	heb	1923	https://www.worldcat.org/oclc/47959667
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	ita	1965	https://www.worldcat.org/oclc/797146020
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	jpn	1957	https://www.worldcat.org/oclc/33780744
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	ces	1917	https://www.worldcat.org/oclc/320605230
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	ron	1992	https://www.worldcat.org/oclc/895045419
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	rus	1899	https://www.worldcat.org/oclc/716878489
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	sqi	1989	https://www.worldcat.org/oclc/224360138
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	arm	2014	https://www.worldcat.org/oclc/905556410
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	cat	1929	https://www.worldcat.org/oclc/803591666
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	dan	1879	https://www.worldcat.org/oclc/14157182
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	fan	1929	https://www.worldcat.org/oclc/1080167871
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	lav	1967	https://www.worldcat.org/oclc/583382577
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	per	2019	https://www.worldcat.org/oclc/1132140919
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	por	1950	https://www.worldcat.org/oclc/253534106
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	tur	1931	https://www.worldcat.org/oclc/318585977
FRA00901	Daudet, Alphonse	m	Le petit chose	1867	high	ukr	1931	https://www.worldcat.org/oclc/833155996
FRA01002	Delarue-Mardrus, Lucie	f	Toutoune et son amour	1919	low	pol	1922	https://www.worldcat.org/oclc/832157704
FRA01101	Dombre, Roger [Marguerite Sisson / Marguerite Ligeron]	f	Une pupille gênante	1890	low	eng	N/A	https://www.worldcat.org/oclc/1096831545
FRA01102	Dombre, Roger [Marguerite Sisson / Marguerite Ligeron]	f	Folla	1889	low	eng	N/A	https://www.worldcat.org/oclc/1096794339
FRA01201	Féval, Paul Henri Corentin [dit Paul Féval père]	m	Le Cavalier Fortune	1868	low	eng	1869-70	https://www.worldcat.org/oclc/560292589
FRA01202	Féval, Paul Henri Corentin [dit Paul Féval père]	m	Les Errants de nuit	1857	low	N/A	N/A	N/A
FRA01203	Féval, Paul Henri Corentin [dit Paul Féval père]	m	le Loup blanc	1845	high	N/A	N/A	N/A
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	eng	2013	https://www.worldcat.org/oclc/1076499797
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	deu	1996	https://www.worldcat.org/oclc/75708963
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	spa	2015	https://www.worldcat.org/oclc/946481554
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	ita	1993	https://www.worldcat.org/oclc/797873426
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	kor	1985	https://www.worldcat.org/oclc/51440394
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	chi	2008	https://www.worldcat.org/oclc/489566288
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	jpn	1947	https://www.worldcat.org/oclc/744113022
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	rus	1989	https://www.worldcat.org/oclc/35173441
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	ell	1992	https://www.worldcat.org/oclc/880492322
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	hun	2009	https://www.worldcat.org/oclc/1081952150
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	pol	2016	https://www.worldcat.org/oclc/946449898
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	tur	2015	https://www.worldcat.org/oclc/1074439971
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	cat	1982	https://www.worldcat.org/oclc/802011247
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	ces	1898	https://www.worldcat.org/oclc/7157880
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	heb	2003	https://www.worldcat.org/oclc/57633321
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	ron	1976	https://www.worldcat.org/oclc/889252536
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	slv	1987	https://www.worldcat.org/oclc/437407791
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	swe	1951	https://www.worldcat.org/oclc/58065574
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	dan	2000	https://www.worldcat.org/oclc/473354237
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	dut	2004	https://www.worldcat.org/oclc/66770711
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	fin	1986	https://www.worldcat.org/oclc/57771501
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	nor	2016	https://www.worldcat.org/oclc/1028429172
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	per	1970-1971	https://www.worldcat.org/oclc/904284285
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	por	2007	https://www.worldcat.org/oclc/212888400
FRA01301	Flaubert, Gustave	m	L'Éducation sentimentale	1869	high	ukr	2005	https://www.worldcat.org/oclc/173610599
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	eng	1979	https://www.worldcat.org/oclc/8867299
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	spa	2018	https://www.worldcat.org/oclc/1049849403
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	deu	1994	https://www.worldcat.org/oclc/75417085
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	ita	1985	https://www.worldcat.org/oclc/43323199
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	chi	2020	https://www.worldcat.org/oclc/1227059039
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	kor	2000	https://www.worldcat.org/oclc/244111623
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	rus	2012	https://www.worldcat.org/oclc/1020192577
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	jpn	2014	https://www.worldcat.org/oclc/922709808
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	swe	1958-1959	https://www.worldcat.org/oclc/186645162
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	dan	1967	https://www.worldcat.org/oclc/922589991
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	por	2008	https://www.worldcat.org/oclc/1096513669
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	tur	2010	https://www.worldcat.org/oclc/1074541727
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	cat	2001	https://www.worldcat.org/oclc/807534910
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	ara	2012	https://www.worldcat.org/oclc/856962513
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	ell	2014	https://www.worldcat.org/oclc/873400413
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	dut	1961	https://www.worldcat.org/oclc/66741366
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	pol	2014	https://www.worldcat.org/oclc/910247128
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	yid	1928	https://www.worldcat.org/oclc/42433611
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	baq	2012	https://www.worldcat.org/oclc/864291713
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	hun	2018	https://www.worldcat.org/oclc/1082040067
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	glg	2005	https://www.worldcat.org/oclc/433871139
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	heb	1991	https://www.worldcat.org/oclc/27057805
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	hin	2004	https://www.worldcat.org/oclc/55803140
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	hrv	1989	https://www.worldcat.org/oclc/442460499
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	srp	1976	https://www.worldcat.org/oclc/441249233
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	nor	1994	https://www.worldcat.org/oclc/1050825835
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	fas	2019	https://www.worldcat.org/oclc/1122862571
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	ron	1972	https://www.worldcat.org/oclc/938878414
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	ukr	2017	https://www.worldcat.org/oclc/1120770724
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	hye	1963	https://www.worldcat.org/oclc/974926092
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	tha	1978	https://www.worldcat.org/oclc/63530252
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	vie	2012	https://www.worldcat.org/oclc/810089100
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	ben	1941	https://www.worldcat.org/oclc/229484415
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	ces	2016	https://www.worldcat.org/oclc/960189683
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	ice	1947	https://www.worldcat.org/oclc/184750719
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	kan	196-	https://www.worldcat.org/oclc/499802021
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	khm	1974	https://www.worldcat.org/oclc/254538921
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	lat	1851	https://www.worldcat.org/oclc/1018401999
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	lit	1955	https://www.worldcat.org/oclc/1247110
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	mac	2002	https://www.worldcat.org/oclc/223665944
FRA01302	Flaubert, Gustave	m	Madame Bovary	1857	high	mon	2014	https://www.worldcat.org/oclc/1097547674
